date,temperature_C,precip_mm,wind_m_s,solar_rad_MJ_m2,crop,soil_moisture,irrigated,electricity_kWh
2022-07-11,33.39,6.36,1.43,20.44,Rice,83.05000000000001,0,0.0
2022-07-12,32.08,28.35,1.32,13.69,Rice,100.0,0,0.0
2022-07-13,33.21,0.38,1.51,17.34,Rice,98.4195,0,0.0
2022-07-14,33.05,1.28,2.72,20.38,Rice,97.747,0,0.0
2022-07-15,33.95,0.26,3.47,22.41,Rice,96.0095,0,0.0
2022-07-16,32.69,10.69,2.89,11.39,Rice,100.0,0,0.0
2022-07-17,33.51,1.45,2.41,17.84,Rice,99.4745,0,0.0
2022-07-18,34.55,0.56,1.51,22.58,Rice,98.007,0,0.0
2022-07-19,34.35,3.05,1.75,19.59,Rice,99.0395,0,0.0
2022-07-20,31.55,15.02,1.38,8.94,Rice,100.0,0,0.0
2022-07-21,29.21,11.8,1.15,13.63,Rice,100.0,0,0.0
2022-07-22,30.69,1.71,1.6,15.15,Rice,99.87549999999999,0,0.0
2022-07-23,30.43,5.15,3.42,15.84,Rice,100.0,0,0.0
2022-07-24,30.08,1.43,3.15,18.07,Rice,99.626,0,0.0
2022-07-25,30.9,0.54,3.34,19.75,Rice,98.32100000000001,0,0.0
2022-07-26,30.25,2.36,2.74,17.37,Rice,98.86850000000001,0,0.0
2022-07-27,29.94,5.58,1.85,16.53,Rice,100.0,0,0.0
2022-07-28,29.55,14.44,1.5,16.47,Rice,100.0,0,0.0
2022-07-29,29.67,11.12,1.62,11.66,Rice,100.0,0,0.0
2022-07-30,29.08,20.26,1.33,13.46,Rice,100.0,0,0.0
2022-07-31,29.45,11.66,1.24,15.48,Rice,100.0,0,0.0
2022-08-01,29.19,4.18,0.77,18.05,Rice,100.0,0,0.0
2022-08-02,30.16,0.7,1.32,20.88,Rice,98.892,0,0.0
2022-08-03,31.02,1.77,0.58,15.53,Rice,98.81099999999999,0,0.0
2022-08-04,29.75,7.32,1.84,13.41,Rice,100.0,0,0.0
2022-08-05,29.53,5.55,1.97,11.92,Rice,100.0,0,0.0
2022-08-06,30.46,0.85,0.8,13.05,Rice,99.027,0,0.0
2022-08-07,27.87,2.84,1.83,5.8,Rice,100.0,0,0.0
2022-08-08,30.46,1.15,1.36,21.11,Rice,99.32700000000001,0,0.0
2022-08-09,31.18,0.63,1.39,21.55,Rice,98.09800000000001,0,0.0
2022-08-10,32.24,0.04,2.06,23.38,Rice,96.22600000000001,0,0.0
2022-08-11,29.23,1.99,3.29,8.74,Rice,96.45450000000001,0,0.0
2022-08-12,30.68,0.01,2.8,23.01,Rice,94.63050000000001,0,0.0
2022-08-13,31.44,0.0,2.1,18.68,Rice,92.75850000000001,0,0.0
2022-08-14,31.39,1.44,1.68,11.35,Rice,92.32900000000001,0,0.0
2022-08-15,28.9,10.0,2.43,16.83,Rice,100.0,0,0.0
2022-08-16,29.78,0.53,4.67,13.12,Rice,98.741,0,0.0
2022-08-17,30.37,0.1,3.23,20.99,Rice,97.0225,0,0.0
2022-08-18,31.2,0.0,1.72,22.89,Rice,95.1625,0,0.0
2022-08-19,30.68,3.22,2.67,21.64,Rice,96.54849999999999,0,0.0
2022-08-20,29.92,3.7,0.89,13.55,Rice,98.45249999999999,0,0.0
2022-08-21,30.67,0.12,1.57,19.04,Rice,96.73899999999999,0,0.0
2022-08-22,31.73,0.37,1.56,18.27,Rice,95.2225,0,0.0
2022-08-23,31.19,1.07,4.44,19.83,Rice,94.43299999999999,0,0.0
2022-08-24,29.52,2.63,3.06,15.2,Rice,95.28699999999999,0,0.0
2022-08-25,31.18,0.14,1.24,19.26,Rice,93.568,0,0.0
2022-08-26,31.21,0.0,2.43,20.09,Rice,91.7075,0,0.0
2022-08-27,30.63,0.0,3.55,21.16,Rice,89.87599999999999,0,0.0
2022-08-28,30.91,0.78,2.7,20.55,Rice,88.81049999999999,0,0.0
2022-08-29,31.19,1.32,0.99,17.7,Rice,88.27099999999999,0,0.0
2022-08-30,31.38,2.83,1.38,16.96,Rice,89.23199999999999,0,0.0
2022-08-31,31.91,0.06,2.26,19.98,Rice,87.39649999999999,0,0.0
2022-09-01,32.4,0.89,1.9,19.26,Rice,86.36649999999999,0,0.0
2022-09-02,32.19,1.97,1.23,15.93,Rice,86.42699999999999,0,0.0
2022-09-03,31.67,0.01,2.42,21.81,Rice,84.5535,0,0.0
2022-09-04,32.27,0.0,2.04,22.15,Rice,82.64,0,0.0
2022-09-05,31.75,0.49,1.59,21.91,Rice,81.24249999999999,0,0.0
2022-09-06,31.68,0.0,1.76,20.0,Rice,79.35849999999999,0,0.0
2022-09-07,31.83,0.16,1.75,21.46,Rice,77.627,0,0.0
2022-09-08,31.35,0.1,1.26,19.43,Rice,75.85949999999998,0,0.0
2022-09-09,32.17,0.18,0.8,16.97,Rice,74.13099999999999,0,0.0
2022-09-10,32.09,1.62,0.82,15.02,Rice,73.84649999999999,0,0.0
2022-09-11,32.05,1.07,1.12,18.68,Rice,73.01399999999998,0,0.0
2022-09-12,31.6,0.95,1.8,19.29,Rice,72.08399999999999,0,0.0
2022-09-13,30.73,1.41,2.51,18.57,Rice,71.65749999999998,0,0.0
2022-09-14,29.89,2.16,3.42,11.12,Rice,72.02299999999998,0,0.0
2022-09-15,27.39,16.26,3.1,8.63,Rice,86.61349999999999,0,0.0
2022-09-16,26.71,22.05,1.71,6.17,Rice,100.0,0,0.0
2022-09-17,28.64,3.5,1.7,17.36,Rice,100.0,0,0.0
2022-09-18,28.75,2.41,1.44,17.68,Rice,100.0,0,0.0
2022-09-19,29.01,3.88,1.27,11.88,Rice,100.0,0,0.0
2022-09-20,29.52,13.7,0.89,12.69,Rice,100.0,0,0.0
2022-09-21,29.23,16.0,1.41,8.67,Rice,100.0,0,0.0
2022-09-22,28.12,47.05,2.08,5.61,Rice,100.0,0,0.0
2022-09-23,27.04,30.05,2.31,6.0,Rice,100.0,0,0.0
2022-09-24,26.38,46.2,2.9,3.91,Rice,100.0,0,0.0
2022-09-25,26.66,20.5,2.04,11.38,Rice,100.0,0,0.0
2022-09-26,26.01,0.44,2.0,16.85,Rice,98.8395,0,0.0
2022-09-27,25.98,0.0,1.86,19.19,Rice,97.2405,0,0.0
2022-09-28,26.4,0.33,1.45,18.82,Rice,95.95049999999999,0,0.0
2022-09-29,26.26,0.0,1.47,18.6,Rice,94.33749999999999,0,0.0
2022-09-30,26.16,0.0,1.37,17.83,Rice,92.72949999999999,0,0.0
2022-10-01,26.5,0.03,1.42,18.47,Rice,91.13449999999999,0,0.0
2022-10-02,25.8,0.02,1.59,19.56,Rice,89.56449999999998,0,0.0
2022-10-03,24.69,0.0,2.33,20.32,Rice,88.02999999999999,0,0.0
2022-10-04,25.99,0.0,1.2,17.95,Rice,86.43049999999998,0,0.0
2022-10-05,27.43,0.56,0.96,14.21,Rice,85.31899999999999,0,0.0
2022-10-06,25.56,2.26,1.08,13.01,Rice,86.00099999999999,0,0.0
2022-10-07,24.6,6.11,1.5,6.51,Rice,90.58099999999999,0,0.0
2022-10-08,24.09,12.86,2.41,4.31,Rice,100.0,0,0.0
2022-10-09,23.62,93.95,3.97,5.55,Rice,100.0,0,0.0
2022-10-10,24.33,15.75,2.53,6.31,Rice,100.0,0,0.0
2022-10-11,24.73,10.11,0.69,13.44,Rice,100.0,0,0.0
2022-10-12,23.73,4.77,1.04,17.15,Rice,100.0,0,0.0
2022-10-13,22.62,0.0,1.57,18.71,Rice,98.569,0,0.0
2022-10-14,22.08,0.0,1.78,18.04,Rice,97.165,0,0.0
2022-10-15,22.9,0.0,1.17,18.06,Rice,95.72000000000001,0,0.0
2022-10-16,23.67,0.0,0.87,17.28,Rice,94.2365,0,0.0
2022-10-17,22.76,0.0,1.09,17.69,Rice,92.7985,0,0.0
2022-10-18,23.19,0.01,0.87,17.27,Rice,91.349,0,0.0
2022-10-19,22.6,0.0,1.04,18.1,Rice,89.919,0,0.0
2022-10-20,22.3,0.0,0.93,17.16,Rice,88.50399999999999,0,0.0
2022-10-21,23.51,0.0,0.82,17.66,Rice,87.0285,0,0.0
2022-10-22,22.03,0.0,1.11,16.51,Rice,85.627,0,0.0
2022-10-23,22.11,0.0,0.77,16.22,Rice,84.22149999999999,0,0.0
2022-10-24,20.7,0.0,1.64,17.37,Rice,82.8865,0,0.0
2022-10-25,20.0,0.0,1.98,16.37,Rice,81.5865,0,0.0
2022-10-26,21.51,0.0,1.12,16.84,Rice,80.211,0,0.0
2022-10-27,21.95,0.0,0.98,16.06,Rice,78.8135,0,0.0
2022-10-28,21.55,0.0,0.97,15.3,Rice,77.436,0,0.0
2022-10-29,21.8,0.0,0.85,13.17,Rice,76.046,0,0.0
2022-10-30,21.22,0.0,0.8,14.08,Rice,74.685,0,0.0
2022-10-31,21.4,0.0,0.84,14.45,Rice,73.315,0,0.0
2022-11-01,21.04,0.0,1.03,14.3,Wheat,71.963,0,0.0
2022-11-02,20.64,0.0,1.44,14.86,Wheat,70.631,0,0.0
2022-11-03,21.1,0.0,1.54,12.22,Wheat,69.276,0,0.0
2022-11-04,21.03,0.0,1.11,12.56,Wheat,67.9245,0,0.0
2022-11-05,20.53,0.0,1.91,12.65,Wheat,66.598,0,0.0
2022-11-06,21.01,0.0,1.38,13.76,Wheat,65.2475,0,0.0
2022-11-07,21.99,0.0,0.96,14.25,Wheat,63.848,0,0.0
2022-11-08,21.04,0.0,1.47,10.19,Wheat,62.496,0,0.0
2022-11-09,21.39,0.0,0.78,11.88,Wheat,61.1265,0,0.0
2022-11-10,20.18,0.01,1.44,11.47,Wheat,59.8275,0,0.0
2022-11-11,17.95,0.03,2.51,12.66,Wheat,58.660000000000004,0,0.0
2022-11-12,17.41,0.0,2.57,15.09,Wheat,57.48950000000001,0,0.0
2022-11-13,18.15,0.0,1.92,14.19,Wheat,56.282000000000004,0,0.0
2022-11-14,18.93,0.0,1.47,13.71,Wheat,55.035500000000006,0,0.0
2022-11-15,18.79,0.04,1.95,12.58,Wheat,53.836000000000006,0,0.0
2022-11-16,17.64,0.0,2.32,12.69,Wheat,52.654,0,0.0
2022-11-17,16.05,0.0,2.57,13.89,Wheat,51.551500000000004,0,0.0
2022-11-18,16.25,0.0,1.71,14.7,Wheat,50.43900000000001,0,0.0
2022-11-19,16.58,0.0,1.01,13.93,Wheat,49.31000000000001,0,0.0
2022-11-20,16.04,0.0,1.7,13.54,Wheat,48.20800000000001,0,0.0
2022-11-21,16.16,0.0,2.26,14.29,Wheat,47.100000000000016,0,0.0
2022-11-22,15.49,0.0,2.08,14.66,Wheat,46.025500000000015,0,0.0
2022-11-23,15.1,0.0,2.37,14.79,Wheat,44.970500000000015,0,0.0
2022-11-24,15.67,0.0,1.91,14.45,Wheat,43.887000000000015,0,0.0
2022-11-25,16.58,0.0,1.24,14.62,Wheat,42.75800000000002,0,0.0
2022-11-26,15.48,0.0,2.2,13.53,Wheat,41.68400000000002,0,0.0
2022-11-27,15.97,0.0,1.57,13.61,Wheat,40.58550000000002,0,0.0
2022-11-28,16.4,0.0,1.35,13.0,Wheat,39.46550000000002,0,0.0
2022-11-29,16.46,0.0,1.15,12.25,Wheat,38.34250000000002,0,0.0
2022-11-30,16.07,0.0,1.42,11.72,Wheat,37.239000000000026,0,0.0
2022-12-01,16.13,0.0,1.65,12.5,Wheat,36.13250000000003,0,0.0
2022-12-02,17.65,0.0,0.73,11.95,Wheat,34.95000000000003,0,0.0
2022-12-03,17.85,0.0,0.58,11.13,Wheat,33.75750000000003,0,0.0
2022-12-04,16.21,0.0,1.46,10.12,Wheat,32.64700000000003,0,0.0
2022-12-05,15.05,0.0,1.57,12.51,Wheat,31.59450000000003,0,0.0
2022-12-06,14.12,0.0,2.63,12.92,Wheat,30.588500000000028,0,0.0
2022-12-07,13.57,0.0,2.89,13.54,Wheat,29.610000000000028,0,0.0
2022-12-08,13.76,0.0,1.82,13.26,Wheat,28.62200000000003,0,0.0
2022-12-09,15.35,0.0,1.73,12.92,Wheat,27.55450000000003,0,0.0
2022-12-10,16.5,0.0,1.7,12.74,Wheat,26.42950000000003,0,0.0
2022-12-11,17.03,0.0,2.25,13.41,Wheat,25.27800000000003,0,0.0
2022-12-12,16.39,0.0,2.69,14.07,Wheat,34.15850000000003,1,4.5
2022-12-13,16.12,0.0,3.54,14.39,Wheat,33.05250000000003,0,0.0
2022-12-14,13.99,0.0,3.18,14.64,Wheat,32.05300000000003,0,0.0
2022-12-15,12.9,0.0,2.29,14.69,Wheat,31.108000000000033,0,0.0
2022-12-16,13.56,0.0,1.84,14.26,Wheat,30.13000000000003,0,0.0
2022-12-17,14.01,0.0,1.72,13.44,Wheat,29.129500000000032,0,0.0
2022-12-18,13.75,0.0,1.44,11.77,Wheat,28.14200000000003,0,0.0
2022-12-19,13.32,0.0,1.5,10.05,Wheat,27.17600000000003,0,0.0
2022-12-20,12.76,0.0,1.81,10.42,Wheat,26.23800000000003,0,0.0
2022-12-21,12.85,0.0,1.56,10.01,Wheat,25.295500000000033,0,0.0
2022-12-22,12.4,0.0,1.85,9.54,Wheat,34.37550000000003,1,4.5
2022-12-23,12.63,0.0,1.52,9.47,Wheat,33.44400000000003,0,0.0
2022-12-24,11.81,0.0,2.54,10.53,Wheat,32.55350000000003,0,0.0
2022-12-25,10.55,0.0,2.25,10.35,Wheat,31.726000000000028,0,0.0
2022-12-26,11.39,0.0,1.75,6.39,Wheat,30.85650000000003,0,0.0
2022-12-27,11.8,0.0,3.12,10.37,Wheat,29.96650000000003,0,0.0
2022-12-28,12.45,0.0,3.63,13.52,Wheat,29.04400000000003,0,0.0
2022-12-29,14.13,0.02,1.42,10.92,Wheat,28.05750000000003,0,0.0
2022-12-30,14.71,0.02,1.5,8.16,Wheat,27.04200000000003,0,0.0
2022-12-31,12.89,0.0,2.75,10.51,Wheat,26.09750000000003,0,0.0
2023-01-01,12.71,0.0,1.2,10.72,Wheat,25.162000000000027,0,0.0
2023-01-02,11.71,0.0,1.28,6.85,Wheat,34.27650000000003,1,4.5
2023-01-03,9.89,0.0,1.91,6.1,Wheat,33.48200000000003,0,0.0
2023-01-04,8.8,0.0,1.6,6.58,Wheat,32.742000000000026,0,0.0
2023-01-05,8.57,0.0,1.58,6.5,Wheat,32.01350000000003,0,0.0
2023-01-06,8.31,0.0,1.59,7.97,Wheat,31.29800000000003,0,0.0
2023-01-07,9.78,0.0,1.92,10.45,Wheat,30.50900000000003,0,0.0
2023-01-08,12.31,0.0,2.05,9.28,Wheat,29.593500000000027,0,0.0
2023-01-09,13.09,0.0,1.67,7.51,Wheat,28.639000000000028,0,0.0
2023-01-10,12.93,0.0,2.04,8.82,Wheat,27.692500000000027,0,0.0
2023-01-11,13.67,0.21,1.38,8.81,Wheat,26.91900000000003,0,0.0
2023-01-12,14.2,6.77,1.66,11.37,Wheat,32.67900000000003,0,0.0
2023-01-13,16.13,0.35,2.03,7.87,Wheat,31.92250000000003,0,0.0
2023-01-14,12.7,0.17,2.36,9.43,Wheat,31.15750000000003,0,0.0
2023-01-15,8.42,0.0,2.23,15.69,Wheat,30.43650000000003,0,0.0
2023-01-16,9.45,0.0,1.96,14.83,Wheat,29.66400000000003,0,0.0
2023-01-17,9.09,0.0,2.23,14.77,Wheat,28.90950000000003,0,0.0
2023-01-18,8.9,0.0,1.61,14.54,Wheat,28.16450000000003,0,0.0
2023-01-19,12.35,0.24,0.96,13.05,Wheat,27.487000000000027,0,0.0
2023-01-20,13.13,0.37,1.67,11.06,Wheat,26.90050000000003,0,0.0
2023-01-21,14.33,0.0,0.94,10.22,Wheat,25.88400000000003,0,0.0
2023-01-22,15.2,0.0,0.86,9.5,Wheat,34.82400000000003,1,4.5
2023-01-23,16.28,0.17,1.37,10.26,Wheat,33.88000000000003,0,0.0
2023-01-24,15.58,3.89,2.59,5.14,Wheat,36.69100000000003,0,0.0
2023-01-25,16.08,0.19,1.6,3.53,Wheat,35.77700000000003,0,0.0
2023-01-26,15.18,0.0,2.44,5.69,Wheat,34.71800000000003,0,0.0
2023-01-27,12.53,0.0,2.62,13.97,Wheat,33.791500000000035,0,0.0
2023-01-28,12.82,0.0,2.12,16.87,Wheat,32.85050000000003,0,0.0
2023-01-29,14.79,0.01,1.81,3.2,Wheat,31.82100000000003,0,0.0
2023-01-30,13.44,11.95,1.77,7.21,Wheat,42.79900000000003,0,0.0
2023-01-31,14.41,0.0,2.98,12.39,Wheat,41.77850000000003,0,0.0
2023-02-01,13.21,0.0,3.06,17.04,Wheat,40.818000000000026,0,0.0
2023-02-02,14.19,0.0,2.91,17.41,Wheat,39.80850000000002,0,0.0
2023-02-03,14.93,0.0,2.35,16.61,Wheat,38.76200000000002,0,0.0
2023-02-04,16.23,0.0,2.69,17.08,Wheat,37.65050000000002,0,0.0
2023-02-05,16.66,0.0,2.38,16.89,Wheat,36.51750000000002,0,0.0
2023-02-06,19.41,0.0,1.34,16.75,Wheat,35.24700000000002,0,0.0
2023-02-07,17.44,0.01,2.57,15.97,Wheat,34.08500000000002,0,0.0
2023-02-08,15.31,0.0,2.52,17.89,Wheat,33.01950000000002,0,0.0
2023-02-09,17.21,0.0,1.69,17.32,Wheat,31.859000000000023,0,0.0
2023-02-10,18.1,0.0,1.99,17.24,Wheat,30.654000000000025,0,0.0
2023-02-11,18.58,0.01,1.52,15.11,Wheat,29.435000000000027,0,0.0
2023-02-12,15.04,0.03,3.2,18.49,Wheat,28.41300000000003,0,0.0
2023-02-13,14.3,0.0,4.67,19.91,Wheat,27.398000000000028,0,0.0
2023-02-14,16.33,0.0,3.05,18.4,Wheat,26.28150000000003,0,0.0
2023-02-15,18.37,0.0,2.92,18.56,Wheat,25.06300000000003,0,0.0
2023-02-16,19.12,0.0,0.99,16.48,Wheat,33.80700000000003,1,4.5
2023-02-17,20.47,0.0,1.26,14.86,Wheat,32.48350000000003,0,0.0
2023-02-18,20.18,0.0,1.45,17.19,Wheat,31.174500000000027,0,0.0
2023-02-19,22.01,0.0,0.98,16.32,Wheat,29.774000000000026,0,0.0
2023-02-20,22.56,0.0,1.25,18.05,Wheat,28.346000000000025,0,0.0
2023-02-21,20.23,0.0,1.8,18.69,Wheat,27.034500000000026,0,0.0
2023-02-22,19.93,0.22,2.02,14.65,Wheat,25.958000000000027,0,0.0
2023-02-23,19.33,0.0,2.71,19.63,Wheat,34.691500000000026,1,4.5
2023-02-24,19.57,0.0,2.06,17.51,Wheat,33.413000000000025,0,0.0
2023-02-25,20.96,0.0,1.55,18.95,Wheat,32.065000000000026,0,0.0
2023-02-26,21.97,0.0,1.45,18.43,Wheat,30.666500000000028,0,0.0
2023-02-27,22.41,0.0,1.65,18.15,Wheat,29.246000000000027,0,0.0
2023-02-28,22.19,0.0,1.63,17.02,Wheat,27.836500000000026,0,0.0
2023-03-01,22.49,0.0,1.39,14.83,Wheat,26.412000000000027,0,0.0
2023-03-02,23.05,0.0,2.16,18.84,Wheat,34.95950000000003,1,4.5
2023-03-03,23.59,0.0,2.95,19.49,Wheat,33.480000000000025,0,0.0
2023-03-04,22.54,0.0,2.77,12.57,Wheat,32.053000000000026,0,0.0
2023-03-05,22.37,0.0,2.4,19.95,Wheat,30.634500000000024,0,0.0
2023-03-06,22.34,0.0,2.37,21.25,Wheat,29.217500000000022,0,0.0
2023-03-07,22.59,0.0,1.74,19.88,Wheat,27.78800000000002,0,0.0
2023-03-08,23.52,0.0,1.25,18.65,Wheat,26.312000000000022,0,0.0
2023-03-09,23.46,0.67,1.05,16.59,Wheat,25.509000000000025,0,0.0
2023-03-10,22.86,0.0,1.75,19.68,Wheat,34.066000000000024,1,4.5
2023-03-11,23.65,0.0,1.47,20.61,Wheat,32.58350000000002,0,0.0
2023-03-12,25.1,0.0,1.09,20.78,Wheat,31.028500000000022,0,0.0
2023-03-13,24.66,0.0,1.52,17.93,Wheat,29.49550000000002,0,0.0
2023-03-14,24.9,0.04,2.09,20.11,Wheat,27.99050000000002,0,0.0
2023-03-15,26.11,0.0,1.11,19.27,Wheat,26.38500000000002,0,0.0
2023-03-16,26.27,0.01,2.03,13.42,Wheat,34.78150000000002,1,4.5
2023-03-17,24.89,0.27,1.84,12.15,Wheat,33.507000000000026,0,0.0
2023-03-18,20.53,7.55,1.32,10.0,Wheat,39.73050000000002,0,0.0
2023-03-19,23.0,1.17,0.8,15.25,Wheat,39.45050000000002,0,0.0
2023-03-20,20.73,20.2,0.76,9.69,Wheat,58.31400000000002,0,0.0
2023-03-21,20.11,20.68,1.01,14.45,Wheat,77.68850000000003,0,0.0
2023-03-22,21.56,0.01,1.52,18.43,Wheat,76.32050000000004,0,0.0
2023-03-23,22.59,0.0,2.28,21.96,Wheat,74.89100000000003,0,0.0
2023-03-24,24.12,2.54,1.63,11.31,Wheat,75.92500000000004,0,0.0
2023-03-25,23.04,6.33,2.07,20.32,Wheat,80.80300000000004,0,0.0
2023-03-26,23.39,0.02,2.55,21.31,Wheat,79.35350000000004,0,0.0
2023-03-27,22.04,0.0,2.55,22.42,Wheat,77.95150000000004,0,0.0
2023-03-28,23.1,0.0,2.21,23.8,Wheat,76.49650000000004,0,0.0
2023-03-29,25.57,0.0,1.27,19.36,Wheat,74.91800000000003,0,0.0
2023-03-30,25.73,6.01,1.4,18.61,Wheat,79.34150000000004,0,0.0
2023-03-31,20.5,10.72,1.91,17.07,Wheat,88.73650000000004,0,0.0
2023-04-01,22.69,2.44,1.31,21.92,None,89.74200000000003,0,0.0
2023-04-02,23.68,0.0,1.93,20.67,None,88.25800000000004,0,0.0
2023-04-03,25.27,2.54,1.5,22.65,None,89.23450000000004,0,0.0
2023-04-04,24.66,0.0,2.23,23.14,None,87.70150000000004,0,0.0
2023-04-05,24.35,0.0,2.47,25.15,None,86.18400000000004,0,0.0
2023-04-06,24.54,0.0,3.21,24.73,None,84.65700000000004,0,0.0
2023-04-07,24.58,0.0,3.11,26.3,None,83.12800000000004,0,0.0
2023-04-08,24.55,0.0,2.35,25.36,None,81.60050000000004,0,0.0
2023-04-09,25.54,0.0,2.0,24.78,None,80.02350000000004,0,0.0
2023-04-10,25.56,0.0,2.03,24.7,None,78.44550000000004,0,0.0
2023-04-11,27.14,0.0,2.83,25.24,None,76.78850000000004,0,0.0
2023-04-12,28.98,0.0,3.1,23.27,None,75.03950000000005,0,0.0
2023-04-13,28.85,0.0,2.62,23.9,None,73.29700000000004,0,0.0
2023-04-14,29.89,0.0,2.0,24.28,None,71.50250000000004,0,0.0
2023-04-15,31.73,0.0,1.44,25.7,None,69.61600000000004,0,0.0
2023-04-16,31.36,0.0,1.65,23.99,None,67.74800000000005,0,0.0
2023-04-17,32.48,0.0,2.06,26.2,None,65.82400000000004,0,0.0
2023-04-18,31.97,0.0,2.06,25.49,None,63.92550000000004,0,0.0
2023-04-19,30.38,0.01,2.36,23.35,None,62.11650000000004,0,0.0
2023-04-20,29.38,1.8,1.97,22.1,None,62.147500000000036,0,0.0
2023-04-21,28.42,0.75,1.83,22.84,None,61.17650000000003,0,0.0
2023-04-22,27.86,0.11,2.0,25.9,None,59.593500000000034,0,0.0
2023-04-23,25.19,0.06,2.13,15.61,None,58.09400000000004,0,0.0
2023-04-24,26.67,0.03,1.88,20.86,None,56.49050000000004,0,0.0
2023-04-25,27.67,0.01,1.33,23.59,None,54.817000000000036,0,0.0
2023-04-26,29.36,0.0,0.92,20.78,None,53.049000000000035,0,0.0
2023-04-27,27.19,0.72,1.49,19.49,None,52.10950000000003,0,0.0
2023-04-28,27.63,0.67,1.92,12.45,None,51.098000000000035,0,0.0
2023-04-29,27.57,1.26,2.15,13.37,None,50.67950000000003,0,0.0
2023-04-30,25.64,2.31,1.26,12.23,None,51.407500000000034,0,0.0
2023-05-01,21.89,18.24,3.09,7.83,None,68.25300000000004,0,0.0
2023-05-02,22.05,4.41,2.05,13.12,None,71.26050000000004,0,0.0
2023-05-03,24.16,10.5,0.95,13.58,None,80.25250000000004,0,0.0
2023-05-04,26.81,3.78,1.29,23.58,None,82.39200000000004,0,0.0
2023-05-05,27.09,0.0,2.0,21.96,None,80.73750000000004,0,0.0
2023-05-06,28.92,0.01,2.84,20.82,None,79.00150000000005,0,0.0
2023-05-07,31.06,0.01,1.56,23.51,None,77.15850000000006,0,0.0
2023-05-08,30.89,0.64,1.85,24.94,None,75.95400000000006,0,0.0
2023-05-09,28.7,0.02,2.95,25.71,None,74.23900000000006,0,0.0
2023-05-10,28.24,0.0,3.0,27.76,None,72.52700000000006,0,0.0
2023-05-11,30.42,0.0,1.38,27.89,None,70.70600000000006,0,0.0
2023-05-12,32.28,0.0,1.06,27.18,None,68.79200000000006,0,0.0
2023-05-13,32.74,0.0,1.21,25.59,None,66.85500000000006,0,0.0
2023-05-14,33.39,0.0,1.8,23.24,None,64.88550000000006,0,0.0
2023-05-15,32.88,0.0,2.8,26.08,None,62.94150000000006,0,0.0
2023-05-16,32.77,0.01,2.98,21.47,None,61.01300000000006,0,0.0
2023-05-17,33.73,0.0,2.94,20.41,None,59.02650000000006,0,0.0
2023-05-18,31.22,6.48,3.34,24.54,None,63.64550000000006,0,0.0
2023-05-19,31.55,0.0,4.01,27.22,None,61.768000000000065,0,0.0
2023-05-20,32.31,0.0,3.07,27.96,None,59.85250000000006,0,0.0
2023-05-21,34.3,0.0,1.74,24.96,None,57.83750000000006,0,0.0
2023-05-22,35.28,0.0,3.12,26.17,None,55.77350000000006,0,0.0
2023-05-23,36.23,1.35,3.1,24.57,None,55.012000000000064,0,0.0
2023-05-24,33.24,1.35,1.41,16.46,None,54.40000000000006,0,0.0
2023-05-25,31.92,6.37,1.28,23.83,None,58.87400000000006,0,0.0
2023-05-26,30.1,10.02,1.81,24.06,None,67.08900000000006,0,0.0
2023-05-27,29.68,2.51,1.92,19.47,None,67.81500000000005,0,0.0
2023-05-28,29.54,0.29,1.39,20.76,None,66.32800000000006,0,0.0
2023-05-29,30.53,1.13,1.64,17.77,None,65.63150000000006,0,0.0
2023-05-30,30.31,0.98,2.09,23.91,None,64.79600000000006,0,0.0
2023-05-31,28.34,3.75,2.87,22.95,None,66.82900000000006,0,0.0
2023-06-01,29.21,0.07,2.95,20.82,Rice,65.13850000000006,0,0.0
2023-06-02,30.03,0.06,3.19,26.57,Rice,63.39700000000007,0,0.0
2023-06-03,30.61,0.0,2.38,26.66,Rice,61.56650000000007,0,0.0
2023-06-04,28.99,0.32,2.04,16.72,Rice,60.13700000000007,0,0.0
2023-06-05,32.48,0.1,2.69,25.22,Rice,58.31300000000007,0,0.0
2023-06-06,33.07,0.02,2.21,26.46,Rice,56.37950000000008,0,0.0
2023-06-07,33.12,0.01,2.51,25.56,Rice,54.43350000000007,0,0.0
2023-06-08,33.92,0.0,3.41,26.86,Rice,52.43750000000007,0,0.0
2023-06-09,35.55,0.0,3.24,26.0,Rice,50.36000000000007,0,0.0
2023-06-10,36.78,0.23,3.06,25.39,Rice,48.451000000000064,0,0.0
2023-06-11,36.14,0.0,3.88,26.01,Rice,46.344000000000065,0,0.0
2023-06-12,36.4,0.0,4.12,25.06,Rice,44.22400000000007,0,0.0
2023-06-13,37.98,0.0,5.24,27.32,Rice,42.02500000000007,0,0.0
2023-06-14,37.39,0.0,5.78,27.05,Rice,39.85550000000007,0,0.0
2023-06-15,35.3,0.0,5.08,23.8,Rice,37.79050000000007,0,0.0
2023-06-16,35.47,0.59,3.42,21.09,Rice,36.30700000000007,0,0.0
2023-06-17,36.03,0.96,2.15,21.33,Rice,35.16550000000007,0,0.0
2023-06-18,34.64,0.99,1.91,22.0,Rice,34.12350000000008,0,0.0
2023-06-19,34.87,1.81,2.22,12.36,Rice,33.89000000000008,0,0.0
2023-06-20,34.59,6.06,2.0,22.73,Rice,37.92050000000008,0,0.0
2023-06-21,33.87,2.64,1.68,19.17,Rice,38.567000000000085,0,0.0
